0.29,"('192.168.1.3', 62355)",0.0
-5.46;-22.45;196.87,"('192.168.1.3', 62357)",0.015620946884155273
0.29,"('192.168.1.3', 62355)",0.015620946884155273
0.29,"('192.168.1.3', 62355)",0.03127622604370117
149.53973346239434;172.4084634408358;4.8245069985352425,"('192.168.1.3', 51954)",0.04690885543823242
0.29,"('192.168.1.3', 62355)",0.06296777725219727
-6.59;-21.96;197.23,"('192.168.1.3', 62357)",0.06296777725219727
0.29,"('192.168.1.3', 62355)",0.06296777725219727
0.29,"('192.168.1.3', 62355)",0.06296777725219727
0.29,"('192.168.1.3', 62355)",0.0786285400390625
0.29,"('192.168.1.3', 62355)",0.0786285400390625
0.29,"('192.168.1.3', 62355)",0.09424901008605957
-7.63;-21.53;197.64,"('192.168.1.3', 62357)",0.09424901008605957
-8.67;-21.10;198.10,"('192.168.1.3', 62357)",0.09424901008605957
-9.76;-20.65;198.61,"('192.168.1.3', 62357)",0.09424901008605957
-10.92;-20.17;199.14,"('192.168.1.3', 62357)",0.09424901008605957
-12.14;-19.70;199.70,"('192.168.1.3', 62357)",0.09424901008605957
0.29,"('192.168.1.3', 62355)",0.09424901008605957
-13.37;-19.29;200.28,"('192.168.1.3', 62357)",0.09424901008605957
0.29,"('192.168.1.3', 62355)",0.10987114906311035
161.8499120851747;161.14522845115545;7.544711297631947,"('192.168.1.3', 51954)",0.1255178451538086
0.29,"('192.168.1.3', 62355)",0.1255178451538086
0.29,"('192.168.1.3', 62355)",0.14111709594726562
0.29,"('192.168.1.3', 62355)",0.15719819068908691
0.29,"('192.168.1.3', 62355)",0.15719819068908691
0.29,"('192.168.1.3', 62355)",0.17285585403442383
0.29,"('192.168.1.3', 62355)",0.17285585403442383
169.63797909210948;154.4649541609588;8.296317157639699,"('192.168.1.3', 51954)",0.1886451244354248
-14.63;-18.96;200.87,"('192.168.1.3', 62357)",0.1886451244354248
0.29,"('192.168.1.3', 62355)",0.1886451244354248
-15.95;-18.67;201.50,"('192.168.1.3', 62357)",0.1886451244354248
-17.20;-18.41;202.08,"('192.168.1.3', 62357)",0.1886451244354248
-18.39;-18.18;202.65,"('192.168.1.3', 62357)",0.1886451244354248
-19.50;-17.93;203.23,"('192.168.1.3', 62357)",0.1886451244354248
-20.53;-17.66;203.80,"('192.168.1.3', 62357)",0.1886451244354248
-21.45;-17.38;204.36,"('192.168.1.3', 62357)",0.1886451244354248
0.29,"('192.168.1.3', 62355)",0.1886451244354248
0.29,"('192.168.1.3', 62355)",0.21972012519836426
0.29,"('192.168.1.3', 62355)",0.21972012519836426
174.16913410247255;166.60382555106267;10.258949533273148,"('192.168.1.3', 51954)",0.23547720909118652
0.29,"('192.168.1.3', 62355)",0.23547720909118652
-22.29;-17.11;204.90,"('192.168.1.3', 62357)",0.23547720909118652
-23.06;-16.80;205.40,"('192.168.1.3', 62357)",0.23547720909118652
0.29,"('192.168.1.3', 62355)",0.23547720909118652
-23.76;-16.49;205.91,"('192.168.1.3', 62357)",0.23547720909118652
-24.36;-16.18;206.35,"('192.168.1.3', 62357)",0.2509629726409912
0.29,"('192.168.1.3', 62355)",0.2540018558502197
0.29,"('192.168.1.3', 62355)",0.2540018558502197
-24.87;-15.85;206.77,"('192.168.1.3', 62357)",0.2540018558502197
0.29,"('192.168.1.3', 62355)",0.267042875289917
-25.30;-15.50;207.16,"('192.168.1.3', 62357)",0.267042875289917
178.65656891866143;176.8778695378843;11.264990906605329,"('192.168.1.3', 51954)",0.28302478790283203
0.29,"('192.168.1.3', 62355)",0.28302478790283203
-25.65;-15.10;207.54,"('192.168.1.3', 62357)",0.28302478790283203
0.29,"('192.168.1.3', 62355)",0.28302478790283203
0.29,"('192.168.1.3', 62355)",0.31394219398498535
0.29,"('192.168.1.3', 62355)",0.31394219398498535
-25.95;-14.66;207.90,"('192.168.1.3', 62357)",0.31394219398498535
-26.27;-14.16;208.24,"('192.168.1.3', 62357)",0.31394219398498535
0.29,"('192.168.1.3', 62355)",0.31394219398498535
177.49184116405183;171.27156695872458;12.62630900009374,"('192.168.1.3', 51954)",0.32980895042419434
-26.58;-13.70;208.57,"('192.168.1.3', 62357)",0.32980895042419434
0.29,"('192.168.1.3', 62355)",0.32980895042419434
-26.90;-13.30;208.91,"('192.168.1.3', 62357)",0.32980895042419434
0.29,"('192.168.1.3', 62355)",0.3451845645904541
-27.22;-12.97;209.24,"('192.168.1.3', 62357)",0.35419130325317383
0.29,"('192.168.1.3', 62355)",0.35419130325317383
0.29,"('192.168.1.3', 62355)",0.36122918128967285
-27.49;-12.66;209.57,"('192.168.1.3', 62357)",0.36122918128967285
172.65690002689456;173.36467924422743;15.907823493732485,"('192.168.1.3', 51954)",0.3771812915802002
0.29,"('192.168.1.3', 62355)",0.3771812915802002
-27.70;-12.31;209.87,"('192.168.1.3', 62357)",0.3771812915802002
0.29,"('192.168.1.3', 62355)",0.3962106704711914
0.29,"('192.168.1.3', 62355)",0.3962106704711914
0.29,"('192.168.1.3', 62355)",0.4090583324432373
0.29,"('192.168.1.3', 62355)",0.42508649826049805
0.29,"('192.168.1.3', 62355)",0.42508649826049805
0.29,"('192.168.1.3', 62355)",0.4403049945831299
0.29,"('192.168.1.3', 62355)",0.4403049945831299
0.29,"('192.168.1.3', 62355)",0.4563438892364502
-27.84;-11.88;210.13,"('192.168.1.3', 62357)",0.4563438892364502
-27.95;-11.32;210.36,"('192.168.1.3', 62357)",0.4719998836517334
0.29,"('192.168.1.3', 62355)",0.4719998836517334
-28.06;-10.78;210.57,"('192.168.1.3', 62357)",0.4719998836517334
-28.19;-10.20;210.79,"('192.168.1.3', 62357)",0.4719998836517334
-28.36;-9.72;211.01,"('192.168.1.3', 62357)",0.4719998836517334
-28.55;-9.32;211.23,"('192.168.1.3', 62357)",0.4719998836517334
-28.77;-8.96;211.43,"('192.168.1.3', 62357)",0.4719998836517334
171.87098025752073;172.88281040871811;17.214335893494987,"('192.168.1.3', 51954)",0.48777198791503906
0.29,"('192.168.1.3', 62355)",0.48777198791503906
0.29,"('192.168.1.3', 62355)",0.5347692966461182
162.91420388577444;174.5829778861434;20.897063505264953,"('192.168.1.3', 51954)",0.5347692966461182
0.29,"('192.168.1.3', 62355)",0.5347692966461182
0.29,"('192.168.1.3', 62355)",0.5347692966461182
0.29,"('192.168.1.3', 62355)",0.5347692966461182
0.29,"('192.168.1.3', 62355)",0.5347692966461182
-28.94;-8.58;211.65,"('192.168.1.3', 62357)",0.5347692966461182
-29.12;-8.16;211.87,"('192.168.1.3', 62357)",0.5347692966461182
-29.28;-7.73;212.10,"('192.168.1.3', 62357)",0.5347692966461182
-29.43;-7.36;212.32,"('192.168.1.3', 62357)",0.5347692966461182
-29.58;-7.03;212.54,"('192.168.1.3', 62357)",0.5347692966461182
0.29,"('192.168.1.3', 62355)",0.5347692966461182
-29.75;-6.77;212.75,"('192.168.1.3', 62357)",0.5500776767730713
0.29,"('192.168.1.3', 62355)",0.5545852184295654
-29.93;-6.56;212.94,"('192.168.1.3', 62357)",0.5660951137542725
-30.12;-6.36;213.15,"('192.168.1.3', 62357)",0.5817551612854004
0.29,"('192.168.1.3', 62355)",0.5817551612854004
-30.31;-6.17;213.35,"('192.168.1.3', 62357)",0.5817551612854004
0.29,"('192.168.1.3', 62355)",0.5817551612854004
0.29,"('192.168.1.3', 62355)",0.5817551612854004
-30.46;-5.96;213.55,"('192.168.1.3', 62357)",0.597374677658081
0.29,"('192.168.1.3', 62355)",0.597374677658081
160.10909691265118;171.5910882673993;21.30372886742052,"('192.168.1.3', 51954)",0.6133379936218262
0.29,"('192.168.1.3', 62355)",0.6133379936218262
0.29,"('192.168.1.3', 62355)",0.6133379936218262
-30.56;-5.74;213.75,"('192.168.1.3', 62357)",0.6133379936218262
0.29,"('192.168.1.3', 62355)",0.6286177635192871
-30.56;-5.53;213.92,"('192.168.1.3', 62357)",0.6286177635192871
0.29,"('192.168.1.3', 62355)",0.6286177635192871
-30.54;-5.28;214.10,"('192.168.1.3', 62357)",0.6442372798919678
0.29,"('192.168.1.3', 62355)",0.6547744274139404
155.32545635598652;168.74531898379374;21.17990471676014,"('192.168.1.3', 51954)",0.6606554985046387
0.29,"('192.168.1.3', 62355)",0.6606554985046387
-30.59;-5.09;214.28,"('192.168.1.3', 62357)",0.6606554985046387
-30.64;-4.93;214.44,"('192.168.1.3', 62357)",0.6919350624084473
-30.65;-4.83;214.60,"('192.168.1.3', 62357)",0.6919350624084473
0.29,"('192.168.1.3', 62355)",0.6919350624084473
0.29,"('192.168.1.3', 62355)",0.6919350624084473
0.29,"('192.168.1.3', 62355)",0.6919350624084473
0.29,"('192.168.1.3', 62355)",0.7075576782226562
0.29,"('192.168.1.3', 62355)",0.7075576782226562
152.2889574708008;165.5167534733584;21.786430227599272,"('192.168.1.3', 51954)",0.7231757640838623
