0.29,"('192.168.1.3', 62355)",0.7231757640838623
-30.62;-4.74;214.76,"('192.168.1.3', 62357)",0.7231757640838623
-30.58;-4.70;214.94,"('192.168.1.3', 62357)",0.7231757640838623
-30.52;-4.70;215.16,"('192.168.1.3', 62357)",0.7231757640838623
0.29,"('192.168.1.3', 62355)",0.7231757640838623
-30.37;-4.70;215.42,"('192.168.1.3', 62357)",0.7231757640838623
0.29,"('192.168.1.3', 62355)",0.7387983798980713
0.29,"('192.168.1.3', 62355)",0.7549567222595215
153.19320452129983;168.87892437925814;21.52970236833808,"('192.168.1.3', 51954)",0.7705168724060059
0.29,"('192.168.1.3', 62355)",0.7705168724060059
0.29,"('192.168.1.3', 62355)",0.7705168724060059
0.29,"('192.168.1.3', 62355)",0.7861447334289551
0.29,"('192.168.1.3', 62355)",0.7861447334289551
0.29,"('192.168.1.3', 62355)",0.8017661571502686
-30.10;-4.64;215.76,"('192.168.1.3', 62357)",0.8017661571502686
-29.80;-4.50;216.13,"('192.168.1.3', 62357)",0.8017661571502686
-29.46;-4.30;216.56,"('192.168.1.3', 62357)",0.8017661571502686
-29.11;-4.09;217.05,"('192.168.1.3', 62357)",0.8017661571502686
-28.77;-3.88;217.61,"('192.168.1.3', 62357)",0.8175146579742432
148.47742183778868;169.82555568053198;24.76389428277888,"('192.168.1.3', 51954)",0.8175146579742432
-28.39;-3.75;218.20,"('192.168.1.3', 62357)",0.8175146579742432
0.29,"('192.168.1.3', 62355)",0.8175146579742432
0.29,"('192.168.1.3', 62355)",0.8175146579742432
-27.94;-3.63;218.84,"('192.168.1.3', 62357)",0.8175146579742432
0.29,"('192.168.1.3', 62355)",0.8486642837524414
0.29,"('192.168.1.3', 62355)",0.8552029132843018
0.29,"('192.168.1.3', 62355)",0.8552029132843018
146.84033356945724;166.0888449086373;24.897313080009923,"('192.168.1.3', 51954)",0.8649704456329346
0.29,"('192.168.1.3', 62355)",0.8649704456329346
0.29,"('192.168.1.3', 62355)",0.8806271553039551
0.29,"('192.168.1.3', 62355)",0.9005205631256104
108.68926424274213;142.88577215284187;27.08670338404685,"('192.168.1.3', 51954)",0.9120631217956543
0.29,"('192.168.1.3', 62355)",0.9120631217956543
0.29,"('192.168.1.3', 62355)",0.9120631217956543
0.29,"('192.168.1.3', 62355)",0.9120631217956543
-27.43;-3.44;219.53,"('192.168.1.3', 62357)",0.9120631217956543
-26.86;-3.16;220.25,"('192.168.1.3', 62357)",0.9120631217956543
-26.25;-2.86;221.00,"('192.168.1.3', 62357)",0.9120631217956543
-25.64;-2.54;221.79,"('192.168.1.3', 62357)",0.9120631217956543
-24.99;-2.32;222.67,"('192.168.1.3', 62357)",0.9120631217956543
-24.32;-2.16;223.63,"('192.168.1.3', 62357)",0.9120631217956543
-23.63;-1.99;224.68,"('192.168.1.3', 62357)",0.9120631217956543
0.29,"('192.168.1.3', 62355)",0.9277212619781494
-22.98;-1.78;225.81,"('192.168.1.3', 62357)",0.9277212619781494
0.29,"('192.168.1.3', 62355)",0.9433572292327881
0.29,"('192.168.1.3', 62355)",0.9553613662719727
106.92939884828593;165.52859617255388;25.71459700018951,"('192.168.1.3', 51954)",0.9596726894378662
0.29,"('192.168.1.3', 62355)",0.9596726894378662
0.29,"('192.168.1.3', 62355)",0.9753298759460449
0.29,"('192.168.1.3', 62355)",0.9753298759460449
0.29,"('192.168.1.3', 62355)",0.990950345993042
-22.28;-1.49;227.09,"('192.168.1.3', 62357)",0.990950345993042
-21.67;-1.13;228.33,"('192.168.1.3', 62357)",0.990950345993042
-20.90;-0.83;229.60,"('192.168.1.3', 62357)",0.990950345993042
-20.01;-0.69;230.85,"('192.168.1.3', 62357)",0.990950345993042
-19.04;-0.60;232.05,"('192.168.1.3', 62357)",0.990950345993042
0.29,"('192.168.1.3', 62355)",0.990950345993042
102.92507256327013;177.4183639395621;25.483911491629037,"('192.168.1.3', 51954)",1.0068039894104004
-17.94;-0.52;233.23,"('192.168.1.3', 62357)",1.0068039894104004
0.29,"('192.168.1.3', 62355)",1.0068039894104004
0.29,"('192.168.1.3', 62355)",1.0221939086914062
-16.79;-0.30;234.38,"('192.168.1.3', 62357)",1.0221939086914062
0.29,"('192.168.1.3', 62355)",1.0378177165985107
0.29,"('192.168.1.3', 62355)",1.0378177165985107
101.04001469647636;169.1932008456587;26.19697977754159,"('192.168.1.3', 51954)",1.0535762310028076
0.29,"('192.168.1.3', 62355)",1.0556130409240723
0.29,"('192.168.1.3', 62355)",1.0696494579315186
0.29,"('192.168.1.3', 62355)",1.0696494579315186
-15.66;0.13;235.52,"('192.168.1.3', 62357)",1.0696494579315186
-14.42;0.76;236.74,"('192.168.1.3', 62357)",1.0696494579315186
-13.35;1.26;237.89,"('192.168.1.3', 62357)",1.0696494579315186
-12.30;1.53;239.05,"('192.168.1.3', 62357)",1.0696494579315186
0.29,"('192.168.1.3', 62355)",1.0853087902069092
-11.25;1.62;240.19,"('192.168.1.3', 62357)",1.0853087902069092
0.29,"('192.168.1.3', 62355)",1.0853087902069092
97.30306431059887;170.7743427264392;26.565300264254113,"('192.168.1.3', 51954)",1.1010968685150146
-10.24;1.71;241.26,"('192.168.1.3', 62357)",1.1010968685150146
0.29,"('192.168.1.3', 62355)",1.1165504455566406
-9.30;2.06;242.14,"('192.168.1.3', 62357)",1.1165504455566406
0.29,"('192.168.1.3', 62355)",1.1165504455566406
0.29,"('192.168.1.3', 62355)",1.1321401596069336
-8.44;2.86;242.82,"('192.168.1.3', 62357)",1.1321401596069336
0.29,"('192.168.1.3', 62355)",1.1321401596069336
-7.75;3.72;243.41,"('192.168.1.3', 62357)",1.1321401596069336
89.21213420413295;163.06963972838577;26.631718443632376,"('192.168.1.3', 51954)",1.1479575634002686
0.29,"('192.168.1.3', 62355)",1.1640512943267822
0.29,"('192.168.1.3', 62355)",1.1640512943267822
0.29,"('192.168.1.3', 62355)",1.1640512943267822
0.29,"('192.168.1.3', 62355)",1.1797072887420654
-7.23;4.23;243.97,"('192.168.1.3', 62357)",1.1797072887420654
-7.01;4.16;244.40,"('192.168.1.3', 62357)",1.1797072887420654
-6.91;3.63;244.67,"('192.168.1.3', 62357)",1.1797072887420654
0.29,"('192.168.1.3', 62355)",1.1797072887420654
81.86227861070364;140.10251929716708;27.261606890040262,"('192.168.1.3', 51954)",1.1954948902130127
-6.88;3.35;244.63,"('192.168.1.3', 62357)",1.1954948902130127
0.29,"('192.168.1.3', 62355)",1.2109177112579346
0.29,"('192.168.1.3', 62355)",1.2109177112579346
0.29,"('192.168.1.3', 62355)",1.2265403270721436
0.29,"('192.168.1.3', 62355)",1.2265403270721436
-6.38;4.45;243.96,"('192.168.1.3', 62357)",1.2265403270721436
81.7817346364726;158.1483212717585;27.243236361083788,"('192.168.1.3', 51954)",1.2424612045288086
-5.17;6.80;242.17,"('192.168.1.3', 62357)",1.2424612045288086
-3.14;9.23;238.68,"('192.168.1.3', 62357)",1.2555015087127686
0.29,"('192.168.1.3', 62355)",1.2555015087127686
0.50;11.93;233.58,"('192.168.1.3', 62357)",1.2555015087127686
0.29,"('192.168.1.3', 62355)",1.2555015087127686
1.84;14.82;232.64,"('192.168.1.3', 62357)",1.258540391921997
0.29,"('192.168.1.3', 62355)",1.258540391921997
4.28;9.66;233.17,"('192.168.1.3', 62357)",1.274195909500122
0.29,"('192.168.1.3', 62355)",1.274195909500122
6.76;12.17;229.32,"('192.168.1.3', 62357)",1.2898344993591309
80.84346576613979;152.58167051353638;27.74874463674388,"('192.168.1.3', 51954)",1.2898344993591309
0.29,"('192.168.1.3', 62355)",1.2898344993591309
8.73;14.66;230.58,"('192.168.1.3', 62357)",1.2898344993591309
0.29,"('192.168.1.3', 62355)",1.2898344993591309
8.27;15.10;230.73,"('192.168.1.3', 62357)",1.3210608959197998
0.29,"('192.168.1.3', 62355)",1.3366813659667969
8.03;15.33;230.63,"('192.168.1.3', 62357)",1.3366813659667969
0.29,"('192.168.1.3', 62355)",1.35579252243042
7.38;14.33;230.36,"('192.168.1.3', 62357)",1.35579252243042
0.29,"('192.168.1.3', 62355)",1.35579252243042
6.85;15.06;229.89,"('192.168.1.3', 62357)",1.35579252243042
7.25;16.05;229.47,"('192.168.1.3', 62357)",1.3682982921600342
81.10543298192061;176.57512176144277;26.66897327505084,"('192.168.1.3', 51954)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3682982921600342
7.82;16.29;229.22,"('192.168.1.3', 62357)",1.3682982921600342
0.29,"('192.168.1.3', 62355)",1.3839247226715088
8.24;16.41;229.04,"('192.168.1.3', 62357)",1.3839247226715088
0.29,"('192.168.1.3', 62355)",1.3995468616485596
8.35;16.64;228.85,"('192.168.1.3', 62357)",1.3995468616485596
0.29,"('192.168.1.3', 62355)",1.3995468616485596
80.67053433172464;167.89452964915066;25.450143076013223,"('192.168.1.3', 51954)",1.4156160354614258
0.29,"('192.168.1.3', 62355)",1.4471490383148193
0.29,"('192.168.1.3', 62355)",1.4471490383148193
8.55;16.75;228.68,"('192.168.1.3', 62357)",1.4471490383148193
8.75;16.94;228.49,"('192.168.1.3', 62357)",1.4471490383148193
0.29,"('192.168.1.3', 62355)",1.4471490383148193
8.79;16.91;228.31,"('192.168.1.3', 62357)",1.4471490383148193
0.29,"('192.168.1.3', 62355)",1.4471490383148193
8.51;17.17;228.12,"('192.168.1.3', 62357)",1.4556849002838135
78.37210792709237;176.6515865139252;25.556406459336113,"('192.168.1.3', 51954)",1.4635300636291504
0.29,"('192.168.1.3', 62355)",1.4635300636291504
0.29,"('192.168.1.3', 62355)",1.4791889190673828
8.25;17.31;228.01,"('192.168.1.3', 62357)",1.4791889190673828
1.03,"('192.168.1.3', 62355)",1.4791889190673828
8.23;17.40;227.86,"('192.168.1.3', 62357)",1.4791889190673828
1.03,"('192.168.1.3', 62355)",1.4948101043701172
8.28;17.58;227.73,"('192.168.1.3', 62357)",1.4948101043701172
78.80534109728075;170.33240401236353;25.60176602493617,"('192.168.1.3', 51954)",1.510786771774292
1.03,"('192.168.1.3', 62355)",1.510786771774292
8.38;17.71;227.61,"('192.168.1.3', 62357)",1.510786771774292
1.03,"('192.168.1.3', 62355)",1.510786771774292
8.52;17.79;227.51,"('192.168.1.3', 62357)",1.5260546207427979
1.03,"('192.168.1.3', 62355)",1.5260546207427979
1.03,"('192.168.1.3', 62355)",1.5416734218597412
8.67;18.00;227.41,"('192.168.1.3', 62357)",1.5416734218597412
1.03,"('192.168.1.3', 62355)",1.5416734218597412
8.87;18.03;227.32,"('192.168.1.3', 62357)",1.5416734218597412
79.47939169587659;160.68481330370548;24.181077303028676,"('192.168.1.3', 51954)",1.557748794555664
1.03,"('192.168.1.3', 62355)",1.557748794555664
9.02;18.04;227.20,"('192.168.1.3', 62357)",1.557748794555664
1.03,"('192.168.1.3', 62355)",1.557748794555664
9.11;18.11;227.06,"('192.168.1.3', 62357)",1.5734062194824219
3.69,"('192.168.1.3', 62355)",1.5734062194824219
3.69,"('192.168.1.3', 62355)",1.589029312133789
9.09;18.29;226.92,"('192.168.1.3', 62357)",1.589029312133789
3.69,"('192.168.1.3', 62355)",1.589029312133789
80.68219635129253;159.79695328636143;23.75263012750773,"('192.168.1.3', 51954)",1.6046841144561768
9.06;18.44;226.79,"('192.168.1.3', 62357)",1.6046841144561768
3.69,"('192.168.1.3', 62355)",1.6202738285064697
3.69,"('192.168.1.3', 62355)",1.6202738285064697
9.12;18.41;226.67,"('192.168.1.3', 62357)",1.6202738285064697
9.18;18.46;226.51,"('192.168.1.3', 62357)",1.6358933448791504
3.69,"('192.168.1.3', 62355)",1.6358933448791504
3.69,"('192.168.1.3', 62355)",1.6358933448791504
9.15;18.61;226.37,"('192.168.1.3', 62357)",1.6358933448791504
79.79239835580671;173.402334900865;23.97445520964138,"('192.168.1.3', 51954)",1.6518261432647705
3.69,"('192.168.1.3', 62355)",1.6558630466461182
9.11;18.73;226.24,"('192.168.1.3', 62357)",1.6835572719573975
3.69,"('192.168.1.3', 62355)",1.6835572719573975
9.21;18.72;226.10,"('192.168.1.3', 62357)",1.6835572719573975
9.29;18.92;225.93,"('192.168.1.3', 62357)",1.6835572719573975
6.25,"('192.168.1.3', 62355)",1.6835572719573975
6.25,"('192.168.1.3', 62355)",1.6835572719573975
6.25,"('192.168.1.3', 62355)",1.6835572719573975
9.42;19.01;225.75,"('192.168.1.3', 62357)",1.6835572719573975
80.61658249276036;179.00564705873552;24.643889767741083,"('192.168.1.3', 51954)",1.6993412971496582
6.25,"('192.168.1.3', 62355)",1.6993412971496582
9.54;18.98;225.54,"('192.168.1.3', 62357)",1.6993412971496582
6.25,"('192.168.1.3', 62355)",1.7147974967956543
9.68;18.86;225.30,"('192.168.1.3', 62357)",1.7147974967956543
6.25,"('192.168.1.3', 62355)",1.7147974967956543
6.25,"('192.168.1.3', 62355)",1.7304229736328125
9.86;18.66;225.04,"('192.168.1.3', 62357)",1.7304229736328125
6.25,"('192.168.1.3', 62355)",1.7304229736328125
77.48865134858096;166.89339194008252;25.556517903338754,"('192.168.1.3', 51954)",1.7460424900054932
10.08;18.45;224.73,"('192.168.1.3', 62357)",1.7460424900054932
6.25,"('192.168.1.3', 62355)",1.7560787200927734
10.35;18.07;224.40,"('192.168.1.3', 62357)",1.7560787200927734
8.69,"('192.168.1.3', 62355)",1.7620820999145508
10.55;17.73;224.05,"('192.168.1.3', 62357)",1.7620820999145508
8.69,"('192.168.1.3', 62355)",1.7620820999145508
8.69,"('192.168.1.3', 62355)",1.777740716934204
10.83;17.50;223.70,"('192.168.1.3', 62357)",1.777740716934204
8.69,"('192.168.1.3', 62355)",1.7933270931243896
11.09;17.27;223.37,"('192.168.1.3', 62357)",1.7933270931243896
8.69,"('192.168.1.3', 62355)",1.7933270931243896
78.91024382197861;164.90352172084235;25.397984688586302,"('192.168.1.3', 51954)",1.808983564376831
11.37;16.99;223.02,"('192.168.1.3', 62357)",1.808983564376831
8.69,"('192.168.1.3', 62355)",1.808983564376831
11.61;16.73;222.72,"('192.168.1.3', 62357)",1.8245725631713867
8.69,"('192.168.1.3', 62355)",1.8245725631713867
8.69,"('192.168.1.3', 62355)",1.8245725631713867
11.81;16.40;222.46,"('192.168.1.3', 62357)",1.8401944637298584
10.87,"('192.168.1.3', 62355)",1.856353759765625
11.99;16.07;222.27,"('192.168.1.3', 62357)",1.856353759765625
10.87,"('192.168.1.3', 62355)",1.856353759765625
12.18;15.83;222.17,"('192.168.1.3', 62357)",1.856353759765625
82.08281183093527;171.11444200645607;25.022923054882266,"('192.168.1.3', 51954)",1.8718926906585693
10.87,"('192.168.1.3', 62355)",1.8718926906585693
12.32;15.84;222.16,"('192.168.1.3', 62357)",1.8718926906585693
10.87,"('192.168.1.3', 62355)",1.8718926906585693
10.87,"('192.168.1.3', 62355)",1.8875179290771484
12.42;15.99;222.26,"('192.168.1.3', 62357)",1.8875179290771484
10.87,"('192.168.1.3', 62355)",1.9031383991241455
12.41;16.10;222.46,"('192.168.1.3', 62357)",1.9031383991241455
10.87,"('192.168.1.3', 62355)",1.9031383991241455
89.56570137676732;160.80961840454873;24.99732752937194,"('192.168.1.3', 51954)",1.918832778930664
12.34;16.13;222.66,"('192.168.1.3', 62357)",1.9380733966827393
10.87,"('192.168.1.3', 62355)",1.9380733966827393
10.87,"('192.168.1.3', 62355)",1.9566471576690674
12.22;16.11;222.85,"('192.168.1.3', 62357)",1.9566471576690674
11.97;16.00;223.09,"('192.168.1.3', 62357)",1.9566471576690674
11.77;15.63;223.46,"('192.168.1.3', 62357)",1.9566471576690674
97.93604655085664;144.62288670949818;24.38653108882514,"('192.168.1.3', 51954)",1.9661543369293213
11.51;15.00;223.90,"('192.168.1.3', 62357)",1.9661543369293213
12.40,"('192.168.1.3', 62355)",1.9661543369293213
12.40,"('192.168.1.3', 62355)",1.9661543369293213
12.40,"('192.168.1.3', 62355)",1.9661543369293213
12.40,"('192.168.1.3', 62355)",1.9818081855773926
11.22;14.25;224.35,"('192.168.1.3', 62357)",1.9818081855773926
12.40,"('192.168.1.3', 62355)",1.9818081855773926
12.40,"('192.168.1.3', 62355)",1.9818081855773926
10.82;13.42;224.78,"('192.168.1.3', 62357)",1.997434139251709
12.40,"('192.168.1.3', 62355)",1.997434139251709
106.68113748872685;166.213021868465;21.903877773211466,"('192.168.1.3', 51954)",2.0133473873138428
10.39;12.46;225.24,"('192.168.1.3', 62357)",2.0133473873138428
9.97;11.69;225.68,"('192.168.1.3', 62357)",2.0133473873138428
12.40,"('192.168.1.3', 62355)",2.0286753177642822
12.40,"('192.168.1.3', 62355)",2.0286753177642822
12.95,"('192.168.1.3', 62355)",2.0286753177642822
9.62;11.01;226.10,"('192.168.1.3', 62357)",2.0286753177642822
9.29;10.41;226.48,"('192.168.1.3', 62357)",2.0442955493927
103.38651216986887;156.38028754919637;21.260794775756686,"('192.168.1.3', 51954)",2.0605411529541016
8.89;9.91;226.85,"('192.168.1.3', 62357)",2.0605411529541016
12.95,"('192.168.1.3', 62355)",2.0605411529541016
12.95,"('192.168.1.3', 62355)",2.0605411529541016
12.95,"('192.168.1.3', 62355)",2.0605411529541016
8.42;9.42;227.22,"('192.168.1.3', 62357)",2.076199769973755
12.95,"('192.168.1.3', 62355)",2.076199769973755
12.95,"('192.168.1.3', 62355)",2.076199769973755
8.03;8.80;227.54,"('192.168.1.3', 62357)",2.076199769973755
12.95,"('192.168.1.3', 62355)",2.0918211936950684
7.64;8.15;227.76,"('192.168.1.3', 62357)",2.1074421405792236
12.95,"('192.168.1.3', 62355)",2.1074421405792236
7.20;7.49;227.91,"('192.168.1.3', 62357)",2.1074421405792236
12.95,"('192.168.1.3', 62355)",2.1074421405792236
13.01,"('192.168.1.3', 62355)",2.123061418533325
102.87695706579143;159.26215214201954;18.939824078952306,"('192.168.1.3', 51954)",2.138688087463379
6.76;6.84;228.00,"('192.168.1.3', 62357)",2.138688087463379
6.23;6.06;228.05,"('192.168.1.3', 62357)",2.138688087463379
13.01,"('192.168.1.3', 62355)",2.138688087463379
5.67;5.10;228.00,"('192.168.1.3', 62357)",2.1543054580688477
13.01,"('192.168.1.3', 62355)",2.156843900680542
13.01,"('192.168.1.3', 62355)",2.156843900680542
5.03;4.12;227.80,"('192.168.1.3', 62357)",2.156843900680542
13.01,"('192.168.1.3', 62355)",2.170382261276245
4.26;3.20;227.46,"('192.168.1.3', 62357)",2.170382261276245
13.01,"('192.168.1.3', 62355)",2.170382261276245
102.25991727879665;146.21615877785896;17.835594744339787,"('192.168.1.3', 51954)",2.1861777305603027
3.29;2.26;227.00,"('192.168.1.3', 62357)",2.2016663551330566
13.01,"('192.168.1.3', 62355)",2.2016663551330566
13.01,"('192.168.1.3', 62355)",2.2016663551330566
